Step Nr.;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty[a.u.];UsedTime[s]
1377.0;688.5;0.00313048;109.836244304;-23.507942619;-23.505197258;35.769151649
1378.0;689.0;0.003113291;109.233156147;-23.507970072;-23.505198247;35.868204693
1379.0;689.5;0.003083963;108.204154854;-23.507949875;-23.505197973;35.846551192
1380.0;690.0;0.003012603;105.700394743;-23.50784203;-23.505194623;41.997820043
1381.0;690.5;0.00285123;100.038463301;-23.507653819;-23.505187854;35.941900682
1382.0;691.0;0.002675538;93.874129694;-23.50744426;-23.505178851;41.507518245
1383.0;691.5;0.002527432;88.677674868;-23.507309318;-23.505170605;41.552704153
1384.0;692.0;0.002527092;88.665748008;-23.507329583;-23.50516618;41.627977571
1385.0;692.5;0.002740052;96.137670786;-23.507526451;-23.505166848;41.692464971
1386.0;693.0;0.003039652;106.649450751;-23.507845564;-23.505170685;35.859776601
1387.0;693.5;0.003329741;116.827533983;-23.508180232;-23.505174471;35.94334064
1388.0;694.0;0.003552413;124.640222584;-23.508425868;-23.505175413;36.17509847
1389.0;694.5;0.003617048;126.908016196;-23.508525553;-23.505172452;35.99395514
1390.0;695.0;0.003580023;125.608960976;-23.508483127;-23.505166429;41.760342518
1391.0;695.5;0.003503646;122.929188037;-23.508351445;-23.505159445;35.969042199
1392.0;696.0;0.003331448;116.887423215;-23.50820148;-23.505153417;36.036343362
1393.0;696.5;0.003234539;113.487270775;-23.50809519;-23.505150013;35.944092883
1394.0;697.0;0.003208291;112.566344944;-23.508057205;-23.505149282;35.825874318
1395.0;697.5;0.003247522;113.942794546;-23.508071668;-23.505150791;35.935993371
1396.0;698.0;0.003235363;113.516178066;-23.508091647;-23.505153028;35.984826067
1397.0;698.5;0.003197618;112.191845625;-23.50806291;-23.505154591;35.954872818
1398.0;699.0;0.003109091;109.085788032;-23.507945226;-23.505154051;35.794530449
1399.0;699.5;0.002933157;102.912957084;-23.507732967;-23.505150859;35.756019482
1400.0;700.0;0.002644617;92.789208332;-23.507468742;-23.505145202;41.840754631
1401.0;700.5;0.002409686;84.546431146;-23.507234395;-23.505139028;35.709425332
1402.0;701.0;0.002274508;79.803534062;-23.507120022;-23.505135057;35.848555585
1403.0;701.5;0.002338069;82.033643326;-23.507179215;-23.505135613;35.887272043
1404.0;702.0;0.002525232;88.600468444;-23.507399049;-23.50514057;36.400852686
1405.0;702.5;0.002791927;97.957741128;-23.50770352;-23.505147252;35.943214655
1406.0;703.0;0.003115634;109.315365111;-23.507994607;-23.505152664;35.843128201
1407.0;703.5;0.003308662;116.087950424;-23.50819051;-23.50515475;35.774249901
1408.0;704.0;0.003438525;120.644350016;-23.508265931;-23.505153455;35.832638466
1409.0;704.5;0.003414218;119.79151168;-23.508249555;-23.505150445;35.86101554
1410.0;705.0;0.003369998;118.239977506;-23.508203612;-23.505147945;41.944841828
1411.0;705.5;0.003391124;118.981231428;-23.508187725;-23.505147519;35.72610949
1412.0;706.0;0.00347932;122.075689108;-23.508229674;-23.505149677;36.265324163
1413.0;706.5;0.003511122;123.191478471;-23.508316081;-23.505153815;35.903088422
1414.0;707.0;0.003614629;126.823147781;-23.508401019;-23.505158549;35.741909454
1415.0;707.5;0.003587296;125.864133122;-23.508427303;-23.505162433;35.887570086
1416.0;708.0;0.003498818;122.759770745;-23.508349615;-23.505164254;35.989968473
1417.0;708.5;0.00333605;117.048902421;-23.508152773;-23.50516321;35.756190125
1418.0;709.0;0.003039762;106.653320926;-23.507862869;-23.505159244;35.759396416
1419.0;709.5;0.002701121;94.77172586;-23.507552281;-23.505153679;41.447200616
1420.0;710.0;0.002460618;86.333405486;-23.507309152;-23.505148681;42.105769379
1421.0;710.5;0.002358156;82.738423427;-23.507210136;-23.505146875;41.730392109
1422.0;711.0;0.002386962;83.749114066;-23.507275449;-23.505149069;35.831376497
1423.0;711.5;0.002592418;90.957775414;-23.507461654;-23.50515389;41.726962802
1424.0;712.0;0.00274781;96.409845943;-23.50768385;-23.505158443;35.976109343
1425.0;712.5;0.002958744;103.810691706;-23.507861243;-23.505160061;35.596423023
1426.0;713.0;0.002958744;103.810691706;-23.507861243;-23.505160061;35.596423023
1427.0;713.5;0.003053708;107.142623537;-23.50795619;-23.50515301;87.738520917
1428.0;714.0;0.003027086;106.208546307;-23.507939287;-23.505147906;41.054523915
1429.0;714.5;0.003025012;106.13579826;-23.507956142;-23.505144537;41.072301044
1430.0;715.0;0.003119518;109.451649002;-23.508039338;-23.505143645;47.252216093
1431.0;715.5;0.003262495;114.468141182;-23.508179998;-23.505144768;41.213092609
1432.0;716.0;0.003405325;119.4794908;-23.508332892;-23.505146698;36.328611082
1433.0;716.5;0.003461978;121.467215274;-23.508434501;-23.505147647;36.559675873
1434.0;717.0;0.003448269;120.986230812;-23.50843396;-23.505146583;37.603840671
1435.0;717.5;0.003326437;116.71162169;-23.508308612;-23.50514292;36.081189133
1436.0;718.0;0.003080117;108.069203306;-23.50807266;-23.505136761;36.541760935
1437.0;718.5;0.002768542;97.137274863;-23.507778862;-23.505128966;38.101276701
1438.0;719.0;0.002473272;86.777410488;-23.507499983;-23.505120879;37.341108819
1439.0;719.5;0.002293187;80.458929402;-23.507308938;-23.505114456;38.047569507
1440.0;720.0;0.002233451;78.363018185;-23.507248042;-23.505111075;45.098139598
1441.0;720.5;0.002314636;81.21149402;-23.507313594;-23.505110854;36.875909629
1442.0;721.0;0.0024373;85.515294865;-23.507454989;-23.505112108;37.172030097
1443.0;721.5;0.002533683;88.896993798;-23.50760057;-23.505112439;37.206943217
1444.0;722.0;0.002595906;91.080155303;-23.507699042;-23.505110217;36.931157011
1445.0;722.5;0.002642892;92.728684312;-23.507740595;-23.505105449;36.660180482
1446.0;723.0;0.002670827;93.708831237;-23.507755773;-23.505099684;36.474266992
1447.0;723.5;0.002717735;95.354639826;-23.507794341;-23.505094882;36.442146465
1448.0;724.0;0.002837445;99.554785501;-23.507895105;-23.505092297;36.670566062
1449.0;724.5;0.003003206;105.370716134;-23.508061663;-23.505092117;42.886731104
1450.0;725.0;0.003224442;113.133001403;-23.50825855;-23.505093581;45.121662499
1451.0;725.5;0.00336113;117.928831729;-23.508428517;-23.505095189;36.876262852
1452.0;726.0;0.003427257;120.248995298;-23.508512444;-23.505095412;37.429366897
1453.0;726.5;0.003341058;117.22460064;-23.508475461;-23.505093457;37.020725716
1454.0;727.0;0.003274144;114.876861372;-23.508315314;-23.505089278;37.483830154
1455.0;727.5;0.003012668;105.702670076;-23.508061511;-23.505083263;37.90659307
1456.0;728.0;0.002725224;95.617410305;-23.507774262;-23.505076563;37.881257169
1457.0;728.5;0.002451055;85.997893255;-23.507527076;-23.505071148;43.444177022
1458.0;729.0;0.002299459;80.678991497;-23.507371024;-23.505068349;37.751982806
1459.0;729.5;0.002230562;78.261658549;-23.507322202;-23.505068738;43.623270919
1460.0;730.0;0.002214456;77.696574707;-23.507351251;-23.505071283;45.808437369
1461.0;730.5;0.002278685;79.950121893;-23.507401032;-23.50507384;37.953896663
1462.0;731.0;0.002268569;79.595165701;-23.50742085;-23.50507434;37.462243549
1463.0;731.5;0.002255704;79.143781185;-23.507396362;-23.505072108;37.467683447
1464.0;732.0;0.002244602;78.754253063;-23.507360299;-23.505068436;37.554907309
1465.0;732.5;0.002235357;78.429911006;-23.507371808;-23.505065695;37.779044017
1466.0;733.0;0.002337373;82.009231976;-23.507480475;-23.505065785;37.057701047
1467.0;733.5;0.002551372;89.517639144;-23.507696486;-23.505069073;37.727240637
1468.0;734.0;0.00280962;98.578513232;-23.507980711;-23.505074482;37.700082111
1469.0;734.5;0.003092663;108.509407024;-23.508260769;-23.505079973;38.009616215
1470.0;735.0;0.003273605;114.857925119;-23.508464956;-23.505083741;45.566625739
1471.0;735.5;0.003422597;120.085489368;-23.508542488;-23.505084815;36.945444979
1472.0;736.0;0.003374281;118.390277577;-23.50848245;-23.505083239;37.232970119
1473.0;736.5;0.003225227;113.160534013;-23.508313346;-23.505079917;37.619246705
1474.0;737.0;0.002993461;105.028796584;-23.508091435;-23.505076197;37.439929323
1475.0;737.5;0.00274789;96.412660061;-23.507880295;-23.505073549;37.298637808
1476.0;738.0;0.002607384;91.482870453;-23.507726044;-23.505073019;37.485461365
1477.0;738.5;0.002507271;87.97028308;-23.507639848;-23.505074776;37.270190356
1478.0;739.0;0.002435025;85.43546498;-23.507598908;-23.505077981;37.131074657
1479.0;739.5;0.002401896;84.273100471;-23.507558744;-23.505080976;37.415101415
1480.0;740.0;0.002322752;81.496250285;-23.507476541;-23.505082066;48.25700405
1481.0;740.5;0.002174556;76.296645742;-23.507340801;-23.505080385;37.777909707
1482.0;741.0;0.00201203;70.594233839;-23.507190137;-23.505076867;37.84627306
1483.0;741.5;0.001907707;66.933962591;-23.507089377;-23.505073461;37.36137191
1484.0;742.0;0.001919751;67.356536434;-23.507102764;-23.505072301;42.56008576
1485.0;742.5;0.002089649;73.317561645;-23.507257284;-23.50507428;37.757434385
1486.0;743.0;0.002352379;82.535754882;-23.507527244;-23.505078728;37.510086743
1487.0;743.5;0.00270129;94.777663106;-23.507846572;-23.505083806;37.544509002
1488.0;744.0;0.002963671;103.983586462;-23.508129105;-23.505087433;37.778337243
1489.0;744.5;0.003146246;110.389429058;-23.508307971;-23.505088336;37.854585729
1490.0;745.0;0.003184427;111.729020915;-23.508352936;-23.50508606;48.198851668
1491.0;745.5;0.00313042;109.834148491;-23.508277286;-23.505081143;37.272666635
1492.0;746.0;0.002958354;103.797036748;-23.508128815;-23.505075065;37.428156477
1493.0;746.5;0.002806725;98.476968632;-23.507968639;-23.505069438;36.968448464
1494.0;747.0;0.002638832;92.586258679;-23.507848512;-23.505065609;37.474857468
1495.0;747.5;0.002661328;93.375538072;-23.507788026;-23.505064107;38.021380153
1496.0;748.0;0.002590561;90.892616401;-23.507767277;-23.505064425;37.558639796
1497.0;748.5;0.002558335;89.76193787;-23.507739453;-23.505064964;38.096528229
1498.0;749.0;0.002529466;88.749028844;-23.507652742;-23.505063769;37.228889693
1499.0;749.5;0.002363514;82.926425352;-23.507482264;-23.505059356;37.734323224
1500.0;750.0;0.002148192;75.371628575;-23.50724929;-23.505051724;45.307450267
1501.0;750.5;0.001948327;68.359124408;-23.507024515;-23.505042728;36.714604115
1502.0;751.0;0.001842785;64.656103092;-23.506898576;-23.505035187;36.107263226
1503.0;751.5;0.001923192;67.477259145;-23.50693643;-23.505031306;36.197367028
1504.0;752.0;0.002156814;75.674130667;-23.507144718;-23.505031341;36.629491309
1505.0;752.5;0.002456652;86.194283375;-23.507464687;-23.505033673;36.235102475
1506.0;753.0;0.002819171;98.913653354;-23.507802124;-23.50503571;35.935858693
1507.0;753.5;0.003092349;108.498370467;-23.508062725;-23.50503523;35.622408878
1508.0;754.0;0.003226373;113.200764257;-23.508189719;-23.505031283;35.789723612
1509.0;754.5;0.003225851;113.182431924;-23.508179481;-23.505024492;35.788646116
1510.0;755.0;0.003160694;110.896327183;-23.50807668;-23.505016262;43.812332028
1511.0;755.5;0.003041513;106.714757808;-23.507948037;-23.505008553;36.787831003
1512.0;756.0;0.002945639;103.350896411;-23.507856428;-23.505003228;36.698583628
1513.0;756.5;0.002940021;103.153787272;-23.507830038;-23.505001257;36.295635375
1514.0;757.0;0.002976697;104.440588926;-23.507850046;-23.505002161;36.200372578
1515.0;757.5;0.002985037;104.733208478;-23.507858223;-23.505004099;36.071232746
1516.0;758.0;0.002924128;102.596154841;-23.507784621;-23.505004692;36.357661703
1517.0;758.5;0.002701037;94.768773385;-23.507586875;-23.505002026;36.389811349
1518.0;759.0;0.002367673;83.072338773;-23.507278219;-23.504995824;36.603444169
1519.0;759.5;0.002052214;72.004116701;-23.506931699;-23.504987687;35.567365419
1520.0;760.0;0.001799667;63.143252878;-23.506646894;-23.504980371;41.634838957
1521.0;760.5;0.001668171;58.529576155;-23.506525546;-23.504976816;41.446280677
1522.0;761.0;0.00179252;62.892486153;-23.506607977;-23.504978183;35.615901465
1523.0;761.5;0.002033015;71.330498937;-23.506862409;-23.504983345;35.548460337
1524.0;762.0;0.002342203;82.178692853;-23.507198396;-23.504989609;35.696313369
1525.0;762.5;0.002649248;92.951718754;-23.507511862;-23.504994345;35.816507192
1526.0;763.0;0.002885329;101.234849712;-23.50772601;-23.504996026;35.620981323
1527.0;763.5;0.003014941;105.782449529;-23.507813666;-23.504994384;35.646088702
1528.0;764.0;0.002955333;103.691017384;-23.507799944;-23.504990432;35.755334988
1529.0;764.5;0.002884437;101.203557732;-23.507749808;-23.50498629;35.902246097
1530.0;765.0;0.002900593;101.770428747;-23.507733516;-23.504983974;41.590031733
1531.0;765.5;0.002950294;103.51423317;-23.507793546;-23.504984624;35.544282883
1532.0;766.0;0.003057064;107.260381187;-23.507923225;-23.504988557;35.677006389
1533.0;766.5;0.003145606;110.366952553;-23.508065001;-23.504994511;35.592091401
1534.0;767.0;0.003192682;112.018679379;-23.50813236;-23.505000027;35.598564758
1535.0;767.5;0.003139141;110.140113232;-23.508052234;-23.505002468;35.671134599
1536.0;768.0;0.002843721;99.775003455;-23.507800129;-23.505000317;35.770618783
1537.0;768.5;0.0024239;85.045142769;-23.507424888;-23.504994325;35.894817463
1538.0;769.0;0.002028685;71.178595854;-23.50704062;-23.504987273;35.677518843
1539.0;769.5;0.001725661;60.546652019;-23.506769955;-23.504982803;35.77769627
1540.0;770.0;0.001652039;57.963557276;-23.506695105;-23.504983152;41.760694918
1541.0;770.5;0.001778902;62.414678719;-23.506821472;-23.504988135;35.638688845
1542.0;771.0;0.002043709;71.70572279;-23.50708052;-23.504995221;35.53677306
1543.0;771.5;0.002344012;82.242179074;-23.507364916;-23.505001226;35.655013659
1544.0;772.0;0.002548835;89.428608341;-23.507579137;-23.505003994;35.757385807
1545.0;772.5;0.002641024;92.66316255;-23.507674877;-23.505002731;36.024798817
1546.0;773.0;0.002620417;91.940127432;-23.507664011;-23.504998304;35.537782574
1547.0;773.5;0.002547784;89.39173887;-23.507605918;-23.504992682;35.460360209
1548.0;774.0;0.002523321;88.533416707;-23.507576917;-23.504988032;35.719420581
1549.0;774.5;0.002525839;88.621772742;-23.507633378;-23.50498615;35.619395123
1550.0;775.0;0.00272347;95.555880742;-23.507784838;-23.504987643;41.52627109
1551.0;775.5;0.002921798;102.514406225;-23.507986092;-23.504991573;35.642847179
1552.0;776.0;0.00311234;109.199774483;-23.50814726;-23.504995711;35.478844432
1553.0;776.5;0.003128592;109.76999532;-23.508175601;-23.504997632;35.66814277
1554.0;777.0;0.002956528;103.732958472;-23.508016746;-23.504995193;35.755609842
1555.0;777.5;0.002656695;93.212996371;-23.507684748;-23.504988071;35.606343163
1556.0;778.0;0.002226764;78.128408043;-23.507263913;-23.504978126;35.511979236
1557.0;778.5;0.001898849;66.62316862;-23.506878642;-23.504968725;41.048638618
1558.0;779.0;0.001696997;59.54097427;-23.506641408;-23.504962968;41.215614523
1559.0;779.5;0.001673286;58.709031001;-23.506608163;-23.504962105;35.533591385
1560.0;780.0;0.001811164;63.546644405;-23.506753871;-23.504964785;41.421829074
1561.0;780.5;0.002036733;71.460972389;-23.506992172;-23.504968128;35.593637375
1562.0;781.0;0.002253368;79.061831684;-23.507217745;-23.504969408;35.846990832
1563.0;781.5;0.002369891;83.150182165;-23.507359412;-23.504967133;35.620241099
1564.0;782.0;0.00243032;85.270399876;-23.507397192;-23.504961321;36.275732854
1565.0;782.5;0.002372094;83.22747557;-23.507364227;-23.504953172;36.29703688
1566.0;783.0;0.002394424;84.010937009;-23.507328854;-23.504944808;35.977685635
1567.0;783.5;0.002422648;85.001197911;-23.507363597;-23.504938291;35.862018415
1568.0;784.0;0.002587293;90.77794294;-23.507510962;-23.504935263;35.727904199
1569.0;784.5;0.002804392;98.395104054;-23.507758834;-23.504936045;36.206041866
1570.0;785.0;0.003107497;109.029875337;-23.508039924;-23.504939239;42.304185833
1571.0;785.5;0.003297177;115.684972694;-23.508250417;-23.504942339;35.629452625
1572.0;786.0;0.003351397;117.587358591;-23.508291787;-23.504942389;35.743723332
1573.0;786.5;0.003148756;110.477490389;-23.508118056;-23.504937473;35.671538
1574.0;787.0;0.002822535;99.031664093;-23.507758763;-23.504927963;35.772747712
1575.0;787.5;0.002409897;84.553806426;-23.507316355;-23.504916444;35.675788805
1576.0;788.0;0.002021688;70.933076316;-23.506927706;-23.50490684;35.643354213
1577.0;788.5;0.001817847;63.781107262;-23.506700468;-23.504902277;35.854224576
1578.0;789.0;0.001779323;62.429450718;-23.506669486;-23.50490318;36.107466487
1579.0;789.5;0.001882273;66.041580785;-23.506784767;-23.504907366;36.118597332
1580.0;790.0;0.002059214;72.249740733;-23.506946199;-23.504911337;41.814429601
1581.0;790.5;0.0021903;76.84903358;-23.507058875;-23.504912294;35.69968717
1582.0;791.0;0.002200368;77.202260356;-23.507074821;-23.504909352;35.740058617
1583.0;791.5;0.002172495;76.224300372;-23.507007532;-23.504903408;35.870023127
1584.0;792.0;0.002109604;74.017723337;-23.506920826;-23.504896507;36.75694592
1585.0;792.5;0.002085332;73.166108127;-23.506899146;-23.504891022;35.954127869
1586.0;793.0;0.002180594;76.508483487;-23.507009224;-23.504889152;41.756881015
1587.0;793.5;0.002439008;85.57522353;-23.507265769;-23.50489169;35.817106906
1588.0;794.0;0.002831472;99.345227117;-23.507621765;-23.504897801;35.751668347
1589.0;794.5;0.003180052;111.575535329;-23.507970298;-23.504905115;35.683632737
1590.0;795.0;0.00334834;117.480085326;-23.508193023;-23.504910613;41.84027443
1591.0;795.5;0.00334626;117.407115533;-23.508207742;-23.504911803;35.749747293
1592.0;796.0;0.003165974;111.081599345;-23.508004158;-23.504907876;35.707144189
1593.0;796.5;0.002863455;100.467384068;-23.507650622;-23.504900521;35.604348256
1594.0;797.0;0.0024711;86.70118428;-23.507270945;-23.504893349;36.20513688
1595.0;797.5;0.002197054;77.086003007;-23.506989637;-23.504889949;41.777011918
1596.0;798.0;0.002092732;73.425737142;-23.506872268;-23.504891825;35.922133197
1597.0;798.5;0.002145245;75.268225728;-23.506902036;-23.504897611;36.230727411
1598.0;799.0;0.002217674;77.809473092;-23.507000466;-23.504904124;36.064985719
1599.0;799.5;0.002275217;79.828410263;-23.507075202;-23.504908411;35.614618532
1600.0;800.0;0.002259612;79.280901105;-23.507066175;-23.504908896;41.522643317
1601.0;800.5;0.002161823;75.849885497;-23.506967519;-23.504905913;35.548847923
1602.0;801.0;0.002032496;71.312288632;-23.506827709;-23.50490104;36.100308944
1603.0;801.5;0.001972404;69.203922524;-23.506723913;-23.504896159;35.607618107
1604.0;802.0;0.00199177;69.883369682;-23.506731988;-23.504893144;35.602495061
1605.0;802.5;0.002123782;74.515156679;-23.506895362;-23.504893499;35.582172208
1606.0;803.0;0.002411693;84.616840914;-23.507199779;-23.504897417;35.490922368
1607.0;803.5;0.002783126;97.6489503;-23.507578017;-23.504903798;35.515454011
1608.0;804.0;0.003069912;107.7111408;-23.507922631;-23.504910186;35.615155736
1609.0;804.5;0.003300812;115.812514398;-23.508126716;-23.504913647;35.619424322
1610.0;805.0;0.003307631;116.051796012;-23.508127729;-23.504912358;41.536567739
1611.0;805.5;0.003083268;108.17975716;-23.50793327;-23.504906162;36.087509145
1612.0;806.0;0.002782464;97.625724687;-23.507626599;-23.504897396;35.68965751
1613.0;806.5;0.00248321;87.126084524;-23.507321733;-23.504889606;35.647612675
1614.0;807.0;0.00225679;79.181883792;-23.507116942;-23.504885755;41.16583295
1615.0;807.5;0.002157953;75.714105455;-23.50704837;-23.504886453;35.85628091
1616.0;808.0;0.002269387;79.623865477;-23.507078417;-23.504889794;35.62478336
