Step Nr.;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty[a.u.];UsedTime[s]
690.0;345.0;0.002660363;93.34168672;-23.507470765;-23.505288676;101.808546019
691.0;345.5;0.002716797;95.321749193;-23.507533929;-23.505283432;91.039913595
692.0;346.0;0.002734188;95.931909736;-23.50753458;-23.505276162;92.897702025
693.0;346.5;0.002750236;96.494980357;-23.507528631;-23.505268774;77.216203443
694.0;347.0;0.002826814;99.181803742;-23.50757413;-23.505263262;88.312435325
695.0;347.5;0.002932963;102.906153482;-23.507700137;-23.505261113;96.070824929
696.0;348.0;0.00312422;109.616593065;-23.507884532;-23.505262407;80.13524164
697.0;348.5;0.003331636;116.894015788;-23.508056404;-23.505265524;86.123036074
698.0;349.0;0.003380131;118.59553422;-23.508125018;-23.505267613;97.721086858
699.0;349.5;0.003307847;116.059365323;-23.508023622;-23.505266119;75.869909246
700.0;350.0;0.003046962;106.905924494;-23.507746534;-23.505260361;108.490640321
701.0;350.5;0.002703138;94.842481957;-23.507358841;-23.505251925;93.640374883
702.0;351.0;0.002305233;80.881582147;-23.506975947;-23.505243879;75.907169605
703.0;351.5;0.002074313;72.779501082;-23.506701352;-23.505238909;84.429415304
704.0;352.0;0.001983633;69.597890633;-23.506595495;-23.50523821;97.546781726
705.0;352.5;0.002072971;72.732396055;-23.506655256;-23.505241078;81.716337885
706.0;353.0;0.002222918;77.993449059;-23.506818467;-23.505245421;77.900686187
707.0;353.5;0.002392376;83.939078039;-23.506996087;-23.505248711;88.037949674
708.0;354.0;0.002535585;88.963730959;-23.50711577;-23.505249253;97.07957126
709.0;354.5;0.002557152;89.720406179;-23.50714784;-23.505246518;76.743037148
710.0;355.0;0.002525265;88.601627099;-23.507117003;-23.505241306;99.704117589
711.0;355.5;0.002503833;87.849647349;-23.507090068;-23.50523571;97.048648307
712.0;356.0;0.002567965;90.099806879;-23.507142972;-23.505232369;79.784198381
713.0;356.5;0.00274422;96.283915402;-23.507320832;-23.505233227;83.959828751
714.0;357.0;0.003020161;105.965596857;-23.507610101;-23.505238638;98.456101267
715.0;357.5;0.003363441;118.009917133;-23.507931262;-23.505246832;76.877879954
716.0;358.0;0.003555718;124.756167632;-23.508170658;-23.505254563;87.380746581
717.0;358.5;0.003588648;125.911576553;-23.50822941;-23.505258722;96.142926331
718.0;359.0;0.003437902;120.622477974;-23.508073998;-23.505257975;78.65421483
719.0;359.5;0.003078936;108.02776319;-23.507749596;-23.505253477;88.042002047
720.0;360.0;0.002688601;94.332438133;-23.50736886;-23.505248422;116.541801325
721.0;360.5;0.002368449;83.099557332;-23.507049133;-23.50524573;103.551493554
722.0;361.0;0.00216374;75.917136341;-23.50687257;-23.505247073;79.064157484
723.0;361.5;0.002121324;74.42893544;-23.506857008;-23.505252223;85.531032398
724.0;362.0;0.002210587;77.560815017;-23.506956141;-23.505259187;99.895153574
725.0;362.5;0.002334052;81.892730641;-23.50708971;-23.505265523;78.330914154
726.0;363.0;0.002424469;85.065094788;-23.507181632;-23.505269305;79.221736557
727.0;363.5;0.002422692;85.002752403;-23.507188388;-23.505269546;89.23448127
728.0;364.0;0.002332298;81.831159831;-23.507122208;-23.505266616;92.396346714
729.0;364.5;0.002242487;78.680054454;-23.507044316;-23.505262139;75.623111113
730.0;365.0;0.002205216;77.372379571;-23.507036233;-23.505258561;115.383556799
731.0;365.5;0.002331695;81.81002419;-23.507162195;-23.50525812;89.988204048
732.0;366.0;0.002573137;90.281278282;-23.507434066;-23.505261954;101.839420834
733.0;366.5;0.00293257;102.892368342;-23.507799226;-23.505269338;78.462601956
734.0;367.0;0.003269845;114.726007656;-23.508152461;-23.505277692;88.454675047
735.0;367.5;0.003546575;124.435386879;-23.508376048;-23.505283619;96.349689835
736.0;368.0;0.003560539;124.925318353;-23.508390589;-23.505284578;78.83003756
737.0;368.5;0.003325905;116.692940745;-23.508194011;-23.505280519;95.223441811
738.0;369.0;0.002946907;103.395408179;-23.507864403;-23.505273647;91.269181419
739.0;369.5;0.002606402;91.448412311;-23.507522118;-23.505267396;76.926477304
740.0;370.0;0.002357933;82.730614983;-23.507269883;-23.505264449;109.246286591
741.0;370.5;0.002206701;77.424471849;-23.507161488;-23.505265464;97.154500614
742.0;371.0;0.002266773;79.532157445;-23.507178693;-23.505269455;86.116746756
743.0;371.5;0.002360151;82.808415288;-23.50725285;-23.505273606;108.752071246
744.0;372.0;0.002385199;83.687252086;-23.50730159;-23.505276348;93.686423769
745.0;372.5;0.002302872;80.798745143;-23.507267187;-23.505275081;106.143448122
746.0;373.0;0.002198128;77.1236825;-23.507143376;-23.505270811;94.885978229
747.0;373.5;0.00204401;71.716265709;-23.50697722;-23.505263793;117.911377947
748.0;374.0;0.001938475;68.013470531;-23.506853663;-23.50525556;106.75649921
749.0;374.5;0.001981343;69.517554958;-23.506863358;-23.505252036;112.543071188
750.0;375.0;0.002171279;76.181633939;-23.507053341;-23.505251434;130.340624856
751.0;375.5;0.002547469;89.380672432;-23.507407705;-23.505256398;115.970041969
752.0;376.0;0.002940082;103.155914793;-23.507836215;-23.505263582;120.602345108
753.0;376.5;0.003335737;117.03791992;-23.508213618;-23.505270323;93.376803703
754.0;377.0;0.003335737;117.03791992;-23.508213618;-23.505270323;93.376803703
755.0;377.5;0.003516988;123.397296201;-23.508420373;-23.505270628;253.65761239
756.0;378.0;0.003371518;118.293331477;-23.508232156;-23.505264371;85.718432636
757.0;378.5;0.003099402;108.745841239;-23.507955707;-23.505256994;115.465990623
758.0;379.0;0.002864273;100.496089659;-23.507702224;-23.505251516;85.487333676
759.0;379.5;0.002699438;94.712680632;-23.50754774;-23.505249754;113.471818321
760.0;380.0;0.002644502;92.785192212;-23.507509123;-23.505251512;90.095288825
761.0;380.5;0.002617326;91.831687079;-23.507541287;-23.505254936;97.559069576
762.0;381.0;0.002650918;93.010296133;-23.507569525;-23.505257484;86.148463318
763.0;381.5;0.002607772;91.496459493;-23.507526924;-23.505257396;81.798590863
764.0;382.0;0.002474462;86.81916168;-23.507380798;-23.505253794;105.284558921
765.0;382.5;0.002251251;78.987553936;-23.507152236;-23.50524711;78.787838559
766.0;383.0;0.00199662;70.053561909;-23.506913051;-23.505238912;89.666249234
767.0;383.5;0.001869819;65.60460207;-23.50675744;-23.505231777;94.494871818
768.0;384.0;0.001880029;65.962818925;-23.506769426;-23.50522835;95.39049259
769.0;384.5;0.002048524;71.874661805;-23.506979908;-23.505230057;98.081237442
770.0;385.0;0.00241098;84.591804978;-23.507346442;-23.505236316;87.354980911
771.0;385.5;0.002858911;100.307965455;-23.507766258;-23.505244562;93.542866175
772.0;386.0;0.003227729;113.248339998;-23.508110362;-23.505251302;96.516071137
773.0;386.5;0.003384152;118.736599288;-23.508275987;-23.505253648;79.786935615
774.0;387.0;0.003382097;118.66451014;-23.508238401;-23.505250887;88.995474667
775.0;387.5;0.003185929;111.781751669;-23.508055941;-23.505245018;98.454360557
776.0;388.0;0.002968315;104.146503542;-23.507835627;-23.50523932;79.769367071
777.0;388.5;0.002798309;98.181661956;-23.507681845;-23.505236736;116.501882259
778.0;389.0;0.002755486;96.679178495;-23.50764281;-23.505238185;78.459200138
779.0;389.5;0.002763551;96.962138901;-23.507697564;-23.505242502;80.857739949
780.0;390.0;0.00287467;100.860890527;-23.507773746;-23.505247125;117.832856792
781.0;390.5;0.002926663;102.685095524;-23.507787022;-23.505249771;78.085791633
782.0;391.0;0.002827605;99.20954499;-23.507677973;-23.505249051;83.400199164
783.0;391.5;0.002525501;88.609894311;-23.507446497;-23.505244853;102.593363455
784.0;392.0;0.002256545;79.173290047;-23.507151536;-23.505238517;76.348170872
785.0;392.5;0.001982847;69.57029926;-23.50689168;-23.505232432;78.38391217
786.0;393.0;0.001875023;65.787175116;-23.506768833;-23.505229324;96.912019715
787.0;393.5;0.001992366;69.904295222;-23.506846182;-23.505231367;86.073952576
788.0;394.0;0.00222671;78.126508647;-23.507117155;-23.505238859;83.850371038
789.0;394.5;0.002620775;91.952710968;-23.507500187;-23.505249747;101.748519569
790.0;395.0;0.003021007;105.995264747;-23.507877522;-23.505260539;92.943073674
791.0;395.5;0.003309483;116.116755632;-23.508129064;-23.50526786;102.369314063
792.0;396.0;0.003400325;119.304055039;-23.508196883;-23.505270125;77.281543046
793.0;396.5;0.003342379;117.27096696;-23.508106982;-23.505268393;89.929107465
794.0;397.0;0.003163062;110.97941331;-23.507950661;-23.505265688;98.16641727
795.0;397.5;0.003069949;107.712443936;-23.507828775;-23.50526533;78.894858898
796.0;398.0;0.002983999;104.696820461;-23.507802236;-23.505268902;112.980481038
797.0;398.5;0.003072759;107.811033224;-23.507863782;-23.505275363;80.222209986
798.0;399.0;0.003167879;111.148431257;-23.507949681;-23.505282219;78.463371363
799.0;399.5;0.003179793;111.566450412;-23.507977432;-23.505287021;90.600686245
800.0;400.0;0.00306577;107.565827963;-23.507886955;-23.505288448;104.00438204
801.0;400.5;0.002878513;100.9957051;-23.507662479;-23.505286305;81.950945091
802.0;401.0;0.002560892;89.851649528;-23.507337885;-23.505281212;91.241496901
803.0;401.5;0.002215841;77.745169223;-23.506997088;-23.505274895;93.576520015
804.0;402.0;0.002002065;70.244588113;-23.506735816;-23.505269539;76.042922509
805.0;402.5;0.001919014;67.330675345;-23.506638921;-23.505267369;103.854774063
806.0;403.0;0.002018109;70.807523465;-23.506741335;-23.505269478;86.787500344
807.0;403.5;0.00229213;80.421821525;-23.50701194;-23.505275415;78.875285333
808.0;404.0;0.002613275;91.68954021;-23.507363262;-23.505283001;94.131895263
809.0;404.5;0.002951678;103.562776037;-23.507680669;-23.505289148;93.56002968
810.0;405.0;0.003172691;111.31727322;-23.507877507;-23.505291185;99.797869929
811.0;405.5;0.003151852;110.586104612;-23.507925954;-23.50528842;94.18207596
812.0;406.0;0.003096908;108.658352445;-23.507873017;-23.505282765;78.510058241
813.0;406.5;0.003021937;106.0279133;-23.507806507;-23.505277313;97.013788238
814.0;407.0;0.003022868;106.060550307;-23.507805121;-23.505274609;96.785646538
815.0;407.5;0.003126119;109.683253801;-23.507896951;-23.505275369;103.938088609
816.0;408.0;0.003267303;114.636829878;-23.508046892;-23.505278188;76.762416011
817.0;408.5;0.003386065;118.803712649;-23.508177328;-23.50528055;87.387359436
818.0;409.0;0.003371748;118.301399862;-23.50821026;-23.505280266;96.207634906
819.0;409.5;0.003235148;113.508648232;-23.508101741;-23.505276637;82.300972254
820.0;410.0;0.003029243;106.284252669;-23.507855151;-23.505269717;112.981777934
821.0;410.5;0.00269788;94.658004248;-23.507525915;-23.505260718;86.731606247
822.0;411.0;0.002367341;83.060701086;-23.507200838;-23.50525157;101.100753687
823.0;411.5;0.002087683;73.248579719;-23.506974192;-23.505244581;77.707503175
824.0;412.0;0.002021916;70.941102205;-23.506912961;-23.505241572;80.819589068
825.0;412.5;0.002100127;73.685214849;-23.507025896;-23.505243096;95.786869573
826.0;413.0;0.002330425;81.76546686;-23.50726141;-23.505247885;85.292831774
827.0;413.5;0.002610692;91.598944369;-23.507527955;-23.505253388;77.72689291
828.0;414.0;0.002799744;98.232019686;-23.507732091;-23.505256765;91.394419075
829.0;414.5;0.002887561;101.313185792;-23.507819874;-23.505256205;93.309054048
830.0;415.0;0.002915705;102.300630562;-23.507802836;-23.505252096;90.317797783
831.0;415.5;0.00281683;98.83148429;-23.50774962;-23.505247167;100.045382206
832.0;416.0;0.002846703;99.879637087;-23.507743045;-23.505244555;77.889998567
833.0;416.5;0.002958889;103.815783688;-23.507830324;-23.505246016;112.354693649
834.0;417.0;0.003118967;109.432318184;-23.507995017;-23.505250785;79.272877369
835.0;417.5;0.003316463;116.361659344;-23.508168241;-23.505256412;80.414104391
836.0;418.0;0.00341127;119.688066199;-23.508260953;-23.505260154;91.456517019
837.0;418.5;0.003361047;117.925941166;-23.508212809;-23.505260522;93.162798687
838.0;419.0;0.003102119;108.841157565;-23.508015874;-23.505257592;74.254781824
839.0;419.5;0.002841638;99.701917959;-23.507714503;-23.505252697;79.972676484
840.0;420.0;0.002500365;87.727979824;-23.507387666;-23.50524761;113.731271972
841.0;420.5;0.002249951;78.941947078;-23.507116566;-23.50524392;77.913374188
842.0;421.0;0.002119227;74.355351572;-23.506965389;-23.505243055;98.46301651
843.0;421.5;0.002089297;73.305218776;-23.506959612;-23.505245587;84.918704741
844.0;422.0;0.002168849;76.096409193;-23.507075522;-23.505250901;79.228857832
845.0;422.5;0.002358771;82.760019787;-23.5072508;-23.505257333;100.756780314
846.0;423.0;0.002560944;89.853479509;-23.507411287;-23.505262681;82.216509872
847.0;423.5;0.002612231;91.652920407;-23.507500065;-23.505265053;82.149731437
848.0;424.0;0.002587807;90.795991195;-23.507511436;-23.505264056;90.957871543
849.0;424.5;0.002539243;89.092071364;-23.507493055;-23.505261267;92.161235302
850.0;425.0;0.002594531;91.031901869;-23.507518066;-23.505259432;90.43058433
851.0;425.5;0.002724774;95.601626166;-23.507640739;-23.505260668;93.950532629
852.0;426.0;0.002921704;102.511125819;-23.507860514;-23.505265303;88.79036807
853.0;426.5;0.003207415;112.535590224;-23.508120535;-23.505271643;76.33710737
854.0;427.0;0.00342802;120.275768674;-23.508331679;-23.505276906;86.81038501
855.0;427.5;0.003486891;122.341308876;-23.508413758;-23.505278994;99.130311721
856.0;428.0;0.00337266;118.333374169;-23.508336884;-23.505277574;74.513260351
857.0;428.5;0.003205034;112.452058232;-23.508124184;-23.505273629;86.106957296
858.0;429.0;0.002884369;101.201193039;-23.507837274;-23.505268573;97.986980985
859.0;429.5;0.002607061;91.471524718;-23.50755804;-23.505264214;78.309690987
860.0;430.0;0.002378088;83.437750155;-23.507353143;-23.505262061;104.809758815
861.0;430.5;0.00224563;78.790353236;-23.507256432;-23.505262635;91.642573109
862.0;431.0;0.002222024;77.962095856;-23.507259691;-23.505265664;77.112093186
863.0;431.5;0.002284091;80.139770805;-23.507319919;-23.505269992;89.93624087
864.0;432.0;0.002333579;81.876108722;-23.50737932;-23.505273845;95.857409662
865.0;432.5;0.002326926;81.642679073;-23.507392628;-23.505275602;77.198554493
866.0;433.0;0.00228196;80.06500328;-23.507350227;-23.505274559;76.727215468
867.0;433.5;0.002221573;77.946255817;-23.507288008;-23.505271607;89.20891853
868.0;434.0;0.002192252;76.917511662;-23.50727122;-23.505268873;92.538887823
869.0;434.5;0.002265178;79.476196997;-23.507359847;-23.505268861;91.277398219
870.0;435.0;0.002409296;84.532738633;-23.507570051;-23.505272542;110.276020264
871.0;435.5;0.00267091;93.711756053;-23.507859213;-23.505278692;76.788176917
872.0;436.0;0.002954469;103.660728133;-23.508141245;-23.505284696;90.789690831
873.0;436.5;0.00310942;109.097331537;-23.50832879;-23.505288047;91.941911243
874.0;437.0;0.003161758;110.933672826;-23.508370568;-23.505287592;77.293472103
875.0;437.5;0.003111674;109.17640422;-23.508267448;-23.505283925;92.321428422
876.0;438.0;0.002966238;104.073642725;-23.508063794;-23.505278626;90.585564733
877.0;438.5;0.002746422;96.361176676;-23.507831551;-23.505273567;78.379110563
878.0;439.0;0.002530622;88.789602831;-23.507638549;-23.505270241;100.879400581
879.0;439.5;0.002463804;86.445187148;-23.50752392;-23.505269238;84.428647825
880.0;440.0;0.002399553;84.190876148;-23.507489388;-23.505270226;92.148300179
881.0;440.5;0.002450149;85.966099106;-23.507503049;-23.505272083;100.991173491
882.0;441.0;0.002459503;86.294310763;-23.50751572;-23.505273522;79.191649463
883.0;441.5;0.002348668;82.405526787;-23.507484483;-23.505273231;76.945646446
884.0;442.0;0.002234157;78.387794728;-23.507394302;-23.505270396;84.690497159
885.0;442.5;0.002080864;73.009338243;-23.507266893;-23.505265178;97.727686788
886.0;443.0;0.001927038;67.612202512;-23.507157996;-23.505258994;77.902097217
887.0;443.5;0.001928948;67.679200346;-23.507134068;-23.505254017;76.393286905
888.0;444.0;0.002004312;70.323428055;-23.507239711;-23.50525203;83.692366488
889.0;444.5;0.002237502;78.505158723;-23.50747004;-23.505253511;94.172100211
890.0;445.0;0.002521551;88.471331435;-23.50776791;-23.505256867;86.045631937
891.0;445.5;0.002836813;99.532616052;-23.508041795;-23.505259471;98.658702368
892.0;446.0;0.002984674;104.72050429;-23.508210747;-23.505259258;86.756327776
893.0;446.5;0.003003316;105.37455456;-23.508239996;-23.50525562;83.757482503
894.0;447.0;0.002902766;101.846645537;-23.508148325;-23.505249691;99.66641688
895.0;447.5;0.002792235;97.96855931;-23.507993603;-23.505243271;74.351312729
896.0;448.0;0.002647376;92.886038654;-23.507842283;-23.505238265;77.613841335
897.0;448.5;0.002510649;88.088817563;-23.507742746;-23.505235805;89.503822619
898.0;449.0;0.002496841;87.604338521;-23.507707885;-23.505235829;96.258152896
899.0;449.5;0.002530365;88.780574641;-23.507712462;-23.505237413;75.687913702
900.0;450.0;0.002562825;89.919470834;-23.507707848;-23.505239149;104.311601515
901.0;450.5;0.002489747;87.355436422;-23.507647047;-23.505239623;95.738557696
902.0;451.0;0.002364671;82.967034459;-23.507511222;-23.505237921;73.660868978
903.0;451.5;0.002191183;76.879988994;-23.507316544;-23.505234091;81.077654792
904.0;452.0;0.001970892;69.15087178;-23.507120437;-23.505229192;99.925429642
905.0;452.5;0.001848551;64.858393061;-23.507000885;-23.505225287;82.06588046
906.0;453.0;0.001871698;65.67054237;-23.507021038;-23.505224702;76.778539303
907.0;453.5;0.001871698;65.67054237;-23.507021038;-23.505224702;76.778539303
908.0;454.0;0.002342191;82.178277886;-23.507477525;-23.505235837;257.311735859
909.0;454.5;0.002612328;91.656314284;-23.507776224;-23.505242929;83.103440254
910.0;455.0;0.00287921;101.020176578;-23.507999838;-23.505247632;123.546240162
911.0;455.5;0.002982336;104.638458505;-23.508095506;-23.505248659;77.737403074
912.0;456.0;0.002956196;103.72129051;-23.508071305;-23.505247065;83.822700732
913.0;456.5;0.002848259;99.934205803;-23.507985746;-23.505244944;93.486358455
914.0;457.0;0.002785263;97.72392476;-23.507908893;-23.505244431;82.690236838
915.0;457.5;0.002790352;97.902477739;-23.507888358;-23.505246839;78.505616991
916.0;458.0;0.002847273;99.899612653;-23.507929895;-23.505251903;87.347041084
917.0;458.5;0.002904129;101.894485276;-23.507998426;-23.505258318;96.239074603
918.0;459.0;0.002957581;103.769889675;-23.508036375;-23.505264306;76.199128441
919.0;459.5;0.002864305;100.497214574;-23.507990408;-23.505268316;78.808237548
920.0;460.0;0.00269888;94.693089595;-23.507837482;-23.505269643;113.62128444
921.0;460.5;0.002408697;84.511733434;-23.50759643;-23.505268315;74.703971069
922.0;461.0;0.002138982;75.048485755;-23.507325987;-23.505265298;79.237210594
923.0;461.5;0.001919159;67.3357572;-23.507101834;-23.505262435;86.189177579
924.0;462.0;0.001823351;63.974233505;-23.506993058;-23.505261447;95.312417429
925.0;462.5;0.00189945;66.644230021;-23.507034019;-23.505263472;75.451381824
926.0;463.0;0.002066668;72.511246649;-23.507207526;-23.50526831;85.577112105
927.0;463.5;0.002263934;79.432553858;-23.50744905;-23.505274223;96.796512893
928.0;464.0;0.00251034;88.077963644;-23.50767418;-23.50527867;77.721799103
929.0;464.5;0.002655165;93.159299622;-23.507820333;-23.50527996;91.984781836
930.0;465.0;0.002652725;93.073714469;-23.507868352;-23.505277875;101.604000335
931.0;465.5;0.002647928;92.905391098;-23.507849049;-23.505273814;77.227385603
932.0;466.0;0.002623244;92.039321436;-23.507820272;-23.505269882;88.132892926
933.0;466.5;0.002597791;91.14628023;-23.507833753;-23.50526772;93.195331187
934.0;467.0;0.002688199;94.318337725;-23.507910204;-23.505267889;75.360595228
935.0;467.5;0.002781876;97.605087543;-23.508029601;-23.505269831;82.163252484
936.0;468.0;0.002874538;100.856239305;-23.508137919;-23.505272004;99.610356282
937.0;468.5;0.002955357;103.691858194;-23.508176979;-23.505272798;75.548080313
938.0;469.0;0.002865581;100.541973642;-23.508102017;-23.505270852;82.429828298
939.0;469.5;0.002730303;95.795593451;-23.507907822;-23.505265946;100.217577328
940.0;470.0;0.002482282;87.093541373;-23.507631685;-23.505258685;84.964903484
941.0;470.5;0.00220139;77.238133407;-23.507349364;-23.505250473;88.239853205
942.0;471.0;0.00195372;68.548349738;-23.507145301;-23.505243592;93.394240913
943.0;471.5;0.001853523;65.032850348;-23.507080829;-23.505239868;83.196841266
944.0;472.0;0.001942655;68.160147705;-23.507164789;-23.50523971;88.068693334
945.0;472.5;0.002151556;75.489635703;-23.507352145;-23.505242054;94.541268501
946.0;473.0;0.002359589;82.78869439;-23.507557501;-23.505244293;74.814779022
947.0;473.5;0.002497002;87.609986507;-23.507701793;-23.505243882;79.241383581
948.0;474.0;0.002546624;89.351040151;-23.507749403;-23.505239925;91.80115892
949.0;474.5;0.002568136;90.105803125;-23.507719347;-23.50523357;92.392730052
950.0;475.0;0.002493759;87.496208425;-23.507671839;-23.505227186;92.258348652
951.0;475.5;0.002524416;88.57185208;-23.507675196;-23.50522294;98.001722474
952.0;476.0;0.002641336;92.674092658;-23.507767466;-23.505222172;74.838200767
953.0;476.5;0.002802131;98.315768092;-23.507936167;-23.505224499;79.374477198
954.0;477.0;0.002971879;104.27155173;-23.508123855;-23.505228232;98.671321279
955.0;477.5;0.003065782;107.566248304;-23.508254416;-23.505231191;78.111584829
956.0;478.0;0.00307073;107.739856348;-23.508264076;-23.505231794;76.683173565
957.0;478.5;0.002941786;103.215707736;-23.508129099;-23.505229326;83.388931049
958.0;479.0;0.002731503;95.83771683;-23.507870446;-23.505224238;99.171260208
959.0;479.5;0.002437399;85.518740725;-23.507553182;-23.505217952;77.681046993
960.0;480.0;0.002135863;74.939036687;-23.507261105;-23.505212309;115.385114903
961.0;480.5;0.001926624;67.597668164;-23.507073631;-23.505209261;75.59499616
962.0;481.0;0.001908431;66.959355021;-23.507026918;-23.505209781;78.760356987
963.0;481.5;0.001967453;69.030187658;-23.507102765;-23.505213433;84.320266945
964.0;482.0;0.002055147;72.107027949;-23.507238083;-23.505218292;95.739508469
965.0;482.5;0.002219811;77.884448843;-23.50735695;-23.50522189;76.47369426
966.0;483.0;0.002266641;79.527543404;-23.507408045;-23.505222439;87.334878508
967.0;483.5;0.002244995;78.768042549;-23.50739052;-23.505220048;93.80032938
968.0;484.0;0.002212577;77.630627871;-23.507354535;-23.505216533;76.413171048
969.0;484.5;0.002265536;79.488768435;-23.507369751;-23.505214412;79.937029383
970.0;485.0;0.002403373;84.324911808;-23.507487407;-23.505215539;115.325697175
971.0;485.5;0.002632031;92.347616363;-23.507711413;-23.505220142;75.048255207
972.0;486.0;0.002875142;100.877440201;-23.507992261;-23.505226792;79.670850953
973.0;486.5;0.003125755;109.670477773;-23.508248681;-23.505233429;91.156264455
974.0;487.0;0.003260906;114.412385741;-23.508402496;-23.505238041;86.158786376
975.0;487.5;0.00324082;113.707655334;-23.508400548;-23.505239452;76.414957624
976.0;488.0;0.003123387;109.587390551;-23.508240322;-23.505237607;80.087042531
977.0;488.5;0.002851565;100.050200552;-23.507970179;-23.505233401;89.394401669
978.0;489.0;0.002546334;89.3408677;-23.507673414;-23.50522872;86.081419433
979.0;489.5;0.002322709;81.494728379;-23.507434615;-23.505225747;77.413791772
980.0;490.0;0.002226099;78.105060385;-23.507313033;-23.505226149;115.32549374
981.0;490.5;0.00220493;77.362324765;-23.507310451;-23.505230016;78.555714923
982.0;491.0;0.002269093;79.613570417;-23.507376297;-23.505235741;83.79320146
983.0;491.5;0.002343912;82.238662047;-23.507433032;-23.505240605;95.693697748
984.0;492.0;0.002343157;82.21216786;-23.507417668;-23.505242247;75.038529555
985.0;492.5;0.002232449;78.327880535;-23.507317352;-23.505240112;80.60758507
986.0;493.0;0.002082061;73.051339404;-23.507181697;-23.505235813;90.077611789
987.0;493.5;0.001972201;69.196780377;-23.507095348;-23.505232154;86.71905478
988.0;494.0;0.002003526;70.295857462;-23.507133675;-23.505231615;75.974199766
989.0;494.5;0.002143966;75.223355948;-23.507322083;-23.5052351;85.307794529
990.0;495.0;0.002421449;84.959143469;-23.507623801;-23.5052415;108.029924255
991.0;495.5;0.002740109;96.139646855;-23.507956228;-23.505248305;76.571572554
992.0;496.0;0.003041888;106.72788586;-23.508226951;-23.505253341;88.587864687
993.0;496.5;0.003167605;111.138822445;-23.508361443;-23.505255168;95.608405586
994.0;497.0;0.003154931;110.694124775;-23.508333283;-23.505253316;74.010203473
995.0;497.5;0.00302996;106.309377813;-23.50816529;-23.505248468;81.742261644
996.0;498.0;0.002822188;99.01948907;-23.507925463;-23.505242378;91.652791522
997.0;498.5;0.0025993;91.19922489;-23.50769662;-23.505237116;88.614663327
998.0;499.0;0.002425212;85.091179402;-23.507545944;-23.505234487;76.009846277
999.0;499.5;0.002375405;83.343613465;-23.507496069;-23.505235047;85.168296681
1000.0;500.0;0.002441304;85.655773188;-23.507515743;-23.505237823;105.798294634
1001.0;500.5;0.002466023;86.523073597;-23.507537406;-23.505240677;82.775658697
1002.0;501.0;0.002431505;85.311965435;-23.507493094;-23.505241058;99.906996216
1003.0;501.5;0.002290679;80.370935523;-23.507352347;-23.505237442;76.12029245
1004.0;502.0;0.002073644;72.75603148;-23.507146254;-23.505230533;82.761039938
1005.0;502.5;0.001901798;66.726606198;-23.506955779;-23.505222631;88.596324726
1006.0;503.0;0.001834175;64.353990739;-23.50687417;-23.505216763;98.681379423
1007.0;503.5;0.001930466;67.732453796;-23.506961765;-23.505214809;79.888201159
1008.0;504.0;0.002174944;76.310228149;-23.507215404;-23.505216575;93.052284367
1009.0;504.5;0.002573612;90.297932194;-23.507569906;-23.505220294;87.840693534
1010.0;505.0;0.002935662;103.000864808;-23.507920801;-23.505223506;90.102607232
1011.0;505.5;0.003152132;110.595930428;-23.508172861;-23.505224047;91.865307133
1012.0;506.0;0.003253644;114.157593076;-23.508268909;-23.505220971;86.645871135
1013.0;506.5;0.003235451;113.519271216;-23.50820545;-23.505214485;77.321975546
1014.0;507.0;0.00307217;107.790391451;-23.508030538;-23.505206047;81.177199001
1015.0;507.5;0.002841787;99.707126865;-23.507827268;-23.505197689;93.0312183
1016.0;508.0;0.0027326;95.876195529;-23.507676352;-23.505191673;85.217705843
1017.0;508.5;0.002712053;95.155283898;-23.507622378;-23.505189467;76.313576549
1018.0;509.0;0.002726997;95.679604544;-23.507655337;-23.505190954;84.792556743
1019.0;509.5;0.002771867;97.253918461;-23.507711904;-23.505194343;97.987812144
1020.0;510.0;0.002782598;97.630449949;-23.507706574;-23.505196755;86.438742689
1021.0;510.5;0.00263147;92.32794378;-23.507575492;-23.50519571;91.026393533
1022.0;511.0;0.00237451;83.312224098;-23.507317521;-23.505190247;95.490793011
1023.0;511.5;0.002084446;73.135008251;-23.507004319;-23.50518201;75.421124849
1024.0;512.0;0.001810708;63.530629854;-23.506750312;-23.505174643;86.513374036
1025.0;512.5;0.001730367;60.711768873;-23.506664236;-23.505171548;108.09024209
1026.0;513.0;0.001828846;64.16702789;-23.506787433;-23.505173924;89.793908825
1027.0;513.5;0.00216809;76.069766512;-23.507079955;-23.505180201;95.37659938
1028.0;514.0;0.00248323;87.126788391;-23.507443319;-23.505187321;78.96077681
1029.0;514.5;0.002847786;99.917638602;-23.507765517;-23.505192543;94.860063573
1030.0;515.0;0.003055414;107.202478099;-23.507965091;-23.505194377;100.529800056
1031.0;515.5;0.0031397;110.159741056;-23.508012784;-23.50519269;83.385132086
1032.0;516.0;0.003059686;107.352366212;-23.507941374;-23.505188779;92.133215011
1033.0;516.5;0.002910866;102.130836616;-23.507822724;-23.505184787;84.912155547
1034.0;517.0;0.002813691;98.721350551;-23.507737626;-23.505182855;76.579653837
1035.0;517.5;0.002793199;98.002389839;-23.507738049;-23.50518461;86.747411881
1036.0;518.0;0.002872585;100.787717742;-23.507822939;-23.50519027;96.459315611
